Part Number,GPN,Datasheets,PCB_Footprint,Symbol_Name,Distributor,Distributor_Part_Number,Mfr Part Number,Value,Mfr,Description,Part_Type,Number of Circuits,Output Type,Slew Rate,Gain Bandwidth Product,-3db Bandwidth,Current - Input Bias,Voltage - Input Offset,Current - Supply,Current - Output / Channel,"Voltage - Supply, Single/Dual (±)",Operating Temperature,Mounting Type,Package / Case,Supplier Device Package
AMP04686,AMP04686,http://www.ti.com/lit/ds/symlink/lmp8602.pdf,,,Digikey,LMP8603QMME/NOPBCT-ND,LMP8603QMME/NOPB,LMP8603QMME/NOPB,Texas Instruments,IC OPAMP CURR SENSE 60KHZ 8VSSOP,Current Sense,1,-,0.83 V/µs,60kHz,-,0.04pA,150µV,1.1mA,48mA,3 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-VSSOP
AMP04687,AMP04687,http://www.ti.com/lit/ds/symlink/tlv2770a.pdf,,,Digikey,296-7600-1-ND,TLV2773IDR,TLV2773IDR,Texas Instruments,IC OPAMP GP 5.1MHZ RRO 14SOIC,General Purpose,2,Rail-to-Rail,10.5 V/µs,5.1MHz,-,2pA,700µV,1mA,50mA,"2.5 V ~ 5.5 V, ±1.25 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP04688,AMP04688,http://www.ti.com/lit/ds/symlink/tlv2782a.pdf,,,Digikey,296-10685-1-ND,TLV2783IDGSR,TLV2783IDGSR,Texas Instruments,IC OPAMP GP 8MHZ RRO 10VSSOP,General Purpose,2,Rail-to-Rail,5 V/µs,8MHz,-,2.5pA,250µV,650µA,23mA,"1.8 V ~ 3.6 V, ±0.9 V ~ 1.8 V",-40°C ~ 125°C,Surface Mount,"""10-TFSOP, 10-MSOP (0.118"""", 3.00mm Width)""",10-VSSOP
AMP04689,AMP04689,http://www.ti.com/lit/ds/symlink/tlv2442a.pdf,,,Digikey,296-10563-1-ND,TLV2444AIPWR,TLV2444AIPWR,Texas Instruments,IC OPAMP GP 1.81MHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,1.4 V/µs,1.81MHz,-,1pA,300µV,750µA,50mA,"2.7 V ~ 10 V, ±1.35 V ~ 5 V",-40°C ~ 85°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP04690,AMP04690,http://www.ti.com/lit/ds/symlink/tlv2472a-q1.pdf,,,Digikey,296-22846-1-ND,TLV2472AQDRG4Q1,TLV2472AQDRG4Q1,Texas Instruments,IC OPAMP GP 2.8MHZ RRO 8SOIC,General Purpose,2,Rail-to-Rail,1.5 V/µs,2.8MHz,-,2.5pA,250µV,600µA,35mA,"2.7 V ~ 6 V, ±1.35 V ~ 3 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP04691,AMP04691,http://www.ti.com/lit/ds/symlink/tlv2770a.pdf,,,Digikey,296-7599-1-ND,TLV2773IDGSR,TLV2773IDGSR,Texas Instruments,IC OPAMP GP 5.1MHZ RRO 10VSSOP,General Purpose,2,Rail-to-Rail,10.5 V/µs,5.1MHz,-,2pA,700µV,1mA,50mA,"2.5 V ~ 5.5 V, ±1.25 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"""10-TFSOP, 10-MSOP (0.118"""", 3.00mm Width)""",10-VSSOP
AMP04692,AMP04692,http://www.ti.com/lit/ds/symlink/tlv2474-q1.pdf,,,Digikey,296-36991-1-ND,TLV2474QPWPRQ1,TLV2474QPWPRQ1,Texas Instruments,IC OPAMP GP R-R 2.8MHZ 14HTSSOP,General Purpose,4,Rail-to-Rail,1.5 V/µs,2.8MHz,-,2.5pA,250µV,600µA,35mA,"2.7 V ~ 6 V, ±1.35 V ~ 3 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width) Exposed Pad""",14-HTSSOP
AMP04693,AMP04693,http://www.ti.com/lit/ds/symlink/tlv2474-q1.pdf,,,Digikey,296-38280-1-ND,TLV2474QDRQ1,TLV2474QDRQ1,Texas Instruments,IC OPAMP GP 2.8MHZ RRO 14SOIC,General Purpose,4,Rail-to-Rail,1.5 V/µs,2.8MHz,-,2.5pA,250µV,600µA,35mA,"2.7 V ~ 6 V, ±1.35 V ~ 3 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP04694,AMP04694,http://www.ti.com/lit/ds/symlink/opa705.pdf,,,Digikey,296-17095-1-ND,OPA4705EA/250,OPA4705EA/250,Texas Instruments,IC OPAMP GP 1MHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,0.6 V/µs,1MHz,-,1pA,500µV,160µA,10mA,"4 V ~ 12 V, ±2 V ~ 6 V",-40°C ~ 85°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP04695,AMP04695,http://www.ti.com/lit/ds/symlink/lmh6682.pdf,,,Digikey,LMH6683MT/NOPB-ND,LMH6683MT/NOPB,LMH6683MT/NOPB,Texas Instruments,IC OPAMP VFB 190MHZ 14TSSOP,Voltage Feedback,3,-,940 V/µs,-,190MHz,5µA,1mV,6.5mA,85mA,"3 V ~ 12 V, ±1.5 V ~ 6 V",-40°C ~ 85°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP04696,AMP04696,http://www.ti.com/lit/ds/symlink/tlc070a.pdf,,,Digikey,296-7241-5-ND,TLC074AIPWP,TLC074AIPWP,Texas Instruments,IC OPAMP GP 10MHZ 20HTSSOP,General Purpose,4,-,19 V/µs,10MHz,-,1.5pA,390µV,2.1mA,57mA,"4.5 V ~ 16 V, ±2.25 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""20-TSSOP (0.173"""", 4.40mm Width) Exposed Pad""",20-HTSSOP
AMP04697,AMP04697,http://www.ti.com/lit/ds/symlink/tlv2460a.pdf,,,Digikey,296-14050-5-ND,TLV2464AIPW,TLV2464AIPW,Texas Instruments,IC OPAMP GP 6.4MHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,1.6 V/µs,6.4MHz,-,1.3nA,500µV,550µA,80mA,"2.7 V ~ 6 V, ±1.35 V ~ 3 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP04698,AMP04698,http://www.ti.com/lit/ds/symlink/tlv2462a-q1.pdf,,,Digikey,296-29380-1-ND,TLV2462AQPWRG4Q1,TLV2462AQPWRG4Q1,Texas Instruments,IC OPAMP GP 6.4MHZ RRO 8TSSOP,General Purpose,2,Rail-to-Rail,1.6 V/µs,6.4MHz,-,1.3nA,150µV,550µA,80mA,"2.7 V ~ 6 V, ±1.35 V ~ 3 V",-40°C ~ 125°C,Surface Mount,"""8-TSSOP (0.173"""", 4.40mm Width)""",8-TSSOP
AMP04699,AMP04699,http://www.ti.com/lit/ds/symlink/tlv2470a.pdf,,,Digikey,296-10618-1-ND,TLV2473AIDR,TLV2473AIDR,Texas Instruments,IC OPAMP GP 2.8MHZ RRO 14SOIC,General Purpose,2,Rail-to-Rail,1.5 V/µs,2.8MHz,-,2.5pA,250µV,600µA,35mA,"2.7 V ~ 6 V, ±1.35 V ~ 3 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP04700,AMP04700,http://www.ti.com/lit/ds/symlink/tle2141-ep.pdf,,,Digikey,296-23473-1-ND,TLE2141MDREP,TLE2141MDREP,Texas Instruments,IC OPAMP GP 5.9MHZ 8SOIC,General Purpose,1,-,45 V/µs,5.9MHz,-,700nA,200µV,3.5mA,50mA,"4 V ~ 44 V, ±2 V ~ 22 V",-55°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP04701,AMP04701,http://www.ti.com/lit/ds/symlink/tle2072a-q1.pdf,,,Digikey,296-22580-1-ND,TLE2072AQDRG4Q1,TLE2072AQDRG4Q1,Texas Instruments,IC OPAMP JFET 10MHZ 8SOIC,J-FET,2,-,45 V/µs,10MHz,-,20pA,700µV,3.1mA,48mA,"4.5 V ~ 38 V, ±2.25 V ~ 19 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP04702,AMP04702,http://www.ti.com/lit/ds/symlink/opa4364-q1.pdf,,,Digikey,296-24548-1-ND,OPA4364AQDRQ1,OPA4364AQDRQ1,Texas Instruments,IC OPAMP GP 7MHZ RRO 14SOIC,General Purpose,4,Rail-to-Rail,5 V/µs,7MHz,-,1pA,1mV,1.1mA,85mA,"1.8 V ~ 5.5 V, ±0.9 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP04703,AMP04703,http://www.ti.com/lit/ds/symlink/tlc070a.pdf,,,Digikey,296-7254-5-ND,TLC075IPWP,TLC075IPWP,Texas Instruments,IC OPAMP GP 10MHZ 20HTSSOP,General Purpose,4,-,19 V/µs,10MHz,-,1.5pA,390µV,2.1mA,57mA,"4.5 V ~ 16 V, ±2.25 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""20-TSSOP (0.173"""", 4.40mm Width) Exposed Pad""",20-HTSSOP
AMP04704,AMP04704,http://www.ti.com/lit/ds/symlink/tlv2241.pdf,,,Digikey,296-10512-5-ND,TLV2244IPW,TLV2244IPW,Texas Instruments,IC OPAMP GP 5.5KHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,0.002 V/µs,5.5kHz,-,100pA,600µV,1µA,200µA,"2.5 V ~ 12 V, ±1.25 V ~ 6 V",-40°C ~ 85°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP04705,AMP04705,http://www.ti.com/lit/ds/symlink/tle2037a.pdf,,,Digikey,296-25131-5-ND,TLE2037AMD,TLE2037AMD,Texas Instruments,IC OPAMP GP 50MHZ 8SOIC,General Purpose,1,-,7.5 V/µs,50MHz,-,15nA,10µV,3.8mA,50mA,"8 V ~ 38 V, ±4 V ~ 19 V",-55°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP04706,AMP04706,http://www.ti.com/lit/ds/symlink/ths3096.pdf,,,Digikey,296-18838-5-ND,THS3096D,THS3096D,Texas Instruments,IC OPAMP CFA 160MHZ 14SOIC,Current Feedback,2,-,5700 V/µs,-,160MHz,4µA,900µV,9.5mA,280mA,"10 V ~ 30 V, ±5 V ~ 15 V",-40°C ~ 85°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP04707,AMP04707,http://www.ti.com/lit/ds/symlink/opa1602.pdf,,,Digikey,296-29166-1-ND,OPA1602AIDGKR,OPA1602AIDGKR,Texas Instruments,IC OPAMP AUDIO 35MHZ RRO 8VSSOP,Audio,2,Rail-to-Rail,20 V/µs,35MHz,-,20nA,100µV,2.6mA,30mA,"4.5 V ~ 36 V, ±2.25 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-VSSOP
AMP04708,AMP04708,http://www.ti.com/lit/ds/symlink/tlv2770a.pdf,,,Digikey,296-10681-1-ND,TLV2775IDR,TLV2775IDR,Texas Instruments,IC OPAMP GP 5.1MHZ RRO 16SOIC,General Purpose,4,Rail-to-Rail,10.5 V/µs,5.1MHz,-,2pA,700µV,1mA,50mA,"2.5 V ~ 5.5 V, ±1.25 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"""16-SOIC (0.154"""", 3.90mm Width)""",16-SOIC N
AMP04709,AMP04709,http://www.ti.com/lit/ds/symlink/tlv2770a.pdf,,,Digikey,296-37440-1-ND,TLV2775IPWR,TLV2775IPWR,Texas Instruments,IC OPAMP GP 5.1MHZ RRO 16TSSOP,General Purpose,4,Rail-to-Rail,10.5 V/µs,5.1MHz,-,2pA,700µV,1mA,50mA,"2.5 V ~ 5.5 V, ±1.25 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"""16-TSSOP (0.173"""", 4.40mm Width)""",16-TSSOP
AMP04710,AMP04710,http://www.ti.com/lit/ds/symlink/ths3096.pdf,,,Digikey,296-18210-ND,THS3092DDA,THS3092DDA,Texas Instruments,IC OPAMP CFA 160MHZ 8SOPWRPAD,Current Feedback,2,-,5700 V/µs,-,160MHz,4µA,900µV,9.5mA,280mA,"10 V ~ 30 V, ±5 V ~ 15 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width) Exposed Pad""",8-SO PowerPad
AMP04711,AMP04711,http://www.ti.com/lit/ds/symlink/tlc080a.pdf,,,Digikey,296-7291-5-ND,TLC085AIPWP,TLC085AIPWP,Texas Instruments,IC OPAMP GP 10MHZ 20HTSSOP,General Purpose,4,-,19 V/µs,10MHz,-,2pA,390µV,1.9mA,57mA,"4.5 V ~ 16 V, ±2.25 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""20-TSSOP (0.173"""", 4.40mm Width) Exposed Pad""",20-HTSSOP
AMP04712,AMP04712,http://www.ti.com/lit/ds/symlink/tlv2782a.pdf,,,Digikey,296-10689-5-ND,TLV2784IPW,TLV2784IPW,Texas Instruments,IC OPAMP GP 8MHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,5 V/µs,8MHz,-,2.5pA,250µV,650µA,23mA,"1.8 V ~ 3.6 V, ±0.9 V ~ 1.8 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP04713,AMP04713,http://www.ti.com/lit/ds/symlink/tlv2252a-ep.pdf,,,Digikey,296-22425-1-ND,TLV2254AQDREP,TLV2254AQDREP,Texas Instruments,IC OPAMP GP 200KHZ RRO 14SOIC,General Purpose,4,Rail-to-Rail,0.12 V/µs,200kHz,-,1pA,200µV,140µA,50mA,"2.7 V ~ 8 V, ±1.35 V ~ 4 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP04714,AMP04714,http://www.ti.com/lit/ds/symlink/opa2836.pdf,,,Digikey,296-30117-1-ND,OPA2836IDGSR,OPA2836IDGSR,Texas Instruments,IC OPAMP VFB 118MHZ RRO 10VSSOP,Voltage Feedback,2,Rail-to-Rail,580 V/µs,118MHz,205MHz,650nA,65µV,1mA,50mA,"2.5 V ~ 5.5 V, ±1.25 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"""10-TFSOP, 10-MSOP (0.118"""", 3.00mm Width)""",10-VSSOP
AMP04715,AMP04715,http://www.ti.com/lit/ds/symlink/tlv4120.pdf,,,Digikey,296-10722-1-ND,TLV4120IDGNR,TLV4120IDGNR,Texas Instruments,IC OPAMP GP 2.4MHZ 8MSOP,General Purpose,1,Differential,1.57 V/µs,2.4MHz,-,0.3pA,100µV,1.4mA,320mA,2.7 V ~ 5.5 V,-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width) Exposed Pad""",8-MSOP-PowerPad
AMP04716,AMP04716,http://www.ti.com/lit/ds/symlink/opa683.pdf,,,Digikey,296-12854-5-ND,OPA683ID,OPA683ID,Texas Instruments,IC OPAMP CFA 1.44GHZ 8SOIC,Current Feedback,1,-,540 V/µs,1.44GHz,200MHz,3µA,1.5mV,940µA,150mA,"5 V ~ 12 V, ±2.5 V ~ 6 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP04717,AMP04717,http://www.ti.com/lit/ds/symlink/opa2890.pdf,,,Digikey,296-22970-1-ND,OPA2890IDGST,OPA2890IDGST,Texas Instruments,IC OPAMP VFB 120MHZ 10VSSOP,Voltage Feedback,2,-,400 V/µs,120MHz,250MHz,100nA,2mV,2.25mA,40mA,"3 V ~ 12 V, ±1.5 V ~ 6 V",-40°C ~ 85°C,Surface Mount,"""10-TFSOP, 10-MSOP (0.118"""", 3.00mm Width)""",10-VSSOP
AMP04718,AMP04718,http://www.ti.com/lit/ds/symlink/opa2674.pdf,,,Digikey,296-15211-5-ND,OPA2674I-14D,OPA2674I-14D,Texas Instruments,IC OPAMP CFA 260MHZ 14SOIC,Current Feedback,2,-,2000 V/µs,-,260MHz,10µA,1mV,18mA,500mA,"5 V ~ 12 V, ±2.5 V ~ 6 V",-40°C ~ 85°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP04719,AMP04719,http://www.ti.com/lit/ds/symlink/ina2321.pdf,,,Digikey,296-14586-1-ND,INA321E/2K5,INA321E/2K5,Texas Instruments,IC OPAMP INSTR 500KHZ RRO 8VSSOP,Instrumentation,1,Rail-to-Rail,0.4 V/µs,-,500kHz,0.5pA,200µV,40µA,16mA,"2.5 V ~ 5.5 V, ±1.25 V ~ 2.75 V",-55°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-VSSOP
AMP04720,AMP04720,http://www.ti.com/lit/ds/symlink/opa2677.pdf,,,Digikey,296-22968-1-ND,OPA2677IDDAR,OPA2677IDDAR,Texas Instruments,IC OPAMP CFA 2GHZ 8SOPWRPAD,Current Feedback,2,-,2000 V/µs,2GHz,250MHz,10µA,1mV,18mA,500mA,"5 V ~ 12 V, ±2.5 V ~ 6 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width) Exposed Pad""",8-SO PowerPad
AMP04721,AMP04721,http://www.ti.com/lit/ds/symlink/tlv2450a.pdf,,,Digikey,296-10605-1-ND,TLV2455IDR,TLV2455IDR,Texas Instruments,IC OPAMP GP 220KHZ RRO 16SOIC,General Purpose,4,Rail-to-Rail,0.11 V/µs,220kHz,-,500pA,300µV,23µA,10mA,"2.7 V ~ 6 V, ±1.35 V ~ 3 V",-40°C ~ 125°C,Surface Mount,"""16-SOIC (0.154"""", 3.90mm Width)""",16-SOIC N
AMP04722,AMP04722,http://www.ti.com/lit/ds/symlink/opa234.pdf,,,Digikey,296-38191-1-ND,OPA234U/2K5,OPA234U/2K5,Texas Instruments,IC OPAMP GP 350KHZ 8SOIC,General Purpose,1,-,0.2 V/µs,350kHz,-,12nA,70µV,275µA,22mA,"2.7 V ~ 36 V, ±1.35 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP04723,AMP04723,http://www.ti.com/lit/ds/symlink/lmp7715.pdf,,,Digikey,LMP7716QMME/NOPBCT-ND,LMP7716QMME/NOPB,LMP7716QMME/NOPB,Texas Instruments,IC OPAMP GP 17MHZ RRO 8VSSOP,General Purpose,2,Rail-to-Rail,11.5 V/µs,17MHz,-,0.1pA,10µV,1.3mA,66mA,1.8 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-VSSOP
AMP04724,AMP04724,http://www.ti.com/lit/ds/symlink/opa703.pdf,,,Digikey,OPA704UA-ND,OPA704UA,OPA704UA,Texas Instruments,IC OPAMP GP 3MHZ RRO 8SOIC,General Purpose,1,Rail-to-Rail,3 V/µs,3MHz,-,1pA,160µV,160µA,10mA,"4 V ~ 12 V, ±2 V ~ 6 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP04725,AMP04725,http://www.ti.com/lit/ds/symlink/opa2364.pdf,,,Digikey,296-13875-1-ND,OPA2363IDGST,OPA2363IDGST,Texas Instruments,IC OPAMP GP 7MHZ RRO 10VSSOP,General Purpose,2,Rail-to-Rail,5 V/µs,7MHz,-,1pA,900µV,1.1mA,85mA,"1.8 V ~ 5.5 V, ±0.9 V ~ 2.75 V",-40°C ~ 125°C,Surface Mount,"""10-TFSOP, 10-MSOP (0.118"""", 3.00mm Width)""",10-VSSOP
AMP04726,AMP04726,http://www.ti.com/lit/ds/symlink/tlv2401.pdf,,,Digikey,296-10539-1-ND,TLV2404IPWR,TLV2404IPWR,Texas Instruments,IC OPAMP GP 5.5KHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,0.0025 V/µs,5.5kHz,-,100pA,390µV,900nA,200µA,"2.5 V ~ 16 V, ±1.25 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP04727,AMP04727,http://www.ti.com/lit/ds/symlink/tlv2782a.pdf,,,Digikey,296-10690-5-ND,TLV2785AID,TLV2785AID,Texas Instruments,IC OPAMP GP 8MHZ RRO 16SOIC,General Purpose,4,Rail-to-Rail,5 V/µs,8MHz,-,2.5pA,250µV,650µA,23mA,"1.8 V ~ 3.6 V, ±0.9 V ~ 1.8 V",-40°C ~ 125°C,Surface Mount,"""16-SOIC (0.154"""", 3.90mm Width)""",16-SOIC N
AMP04728,AMP04728,http://www.ti.com/lit/ds/symlink/ths4222.pdf,,,Digikey,296-13822-5-ND,THS4222D,THS4222D,Texas Instruments,IC OPAMP VFB 120MHZ RRO 8SOIC,Voltage Feedback,2,Rail-to-Rail,990 V/µs,120MHz,230MHz,900nA,3mV,14mA,100mA,"2.7 V ~ 15 V, ±1.35 V ~ 7.5 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP04729,AMP04729,http://www.ti.com/lit/ds/symlink/ths4222.pdf,,,Digikey,296-16783-5-ND,THS4222DGK,THS4222DGK,Texas Instruments,IC OPAMP VFB 120MHZ RRO 8VSSOP,Voltage Feedback,2,Rail-to-Rail,990 V/µs,120MHz,230MHz,900nA,3mV,14mA,100mA,"2.7 V ~ 15 V, ±1.35 V ~ 7.5 V",-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-VSSOP
AMP04730,AMP04730,http://www.ti.com/lit/ds/symlink/ths4062.pdf,,,Digikey,296-13342-1-ND,THS4061IDGNR,THS4061IDGNR,Texas Instruments,IC OPAMP VFB 180MHZ 8MSOP,Voltage Feedback,1,-,400 V/µs,-,180MHz,3µA,2.5mV,7.8mA,115mA,"9 V ~ 33 V, ±4.5 V ~ 16.5 V",-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width) Exposed Pad""",8-MSOP-PowerPad
AMP04731,AMP04731,http://www.ti.com/lit/ds/symlink/ths4082.pdf,,,Digikey,296-10039-1-ND,THS4081IDGNR,THS4081IDGNR,Texas Instruments,IC OPAMP VFB 175MHZ 8MSOP,Voltage Feedback,1,-,230 V/µs,-,175MHz,1.2µA,1mV,3.4mA,85mA,"10 V ~ 30 V, ±5 V ~ 15 V",-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width) Exposed Pad""",8-MSOP-PowerPad
AMP04732,AMP04732,http://www.ti.com/lit/ds/symlink/tlv2474.pdf,,,Digikey,296-10628-1-ND,TLV2474AIPWPR,TLV2474AIPWPR,Texas Instruments,IC OPAMP GP 2.8MHZ RRO 14HTSSOP,General Purpose,4,Rail-to-Rail,1.5 V/µs,2.8MHz,-,2.5pA,250µV,600µA,35mA,"2.7 V ~ 6 V, ±1.35 V ~ 3 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width) Exposed Pad""",14-HTSSOP
AMP04733,AMP04733,http://www.ti.com/lit/ds/symlink/ths3096.pdf,,,Digikey,296-18840-5-ND,THS3096PWP,THS3096PWP,Texas Instruments,IC OPAMP CFA 160MHZ 14HTSSOP,Current Feedback,2,-,5700 V/µs,-,160MHz,4µA,900µV,9.5mA,280mA,"10 V ~ 30 V, ±5 V ~ 15 V",-40°C ~ 85°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width) Exposed Pad""",14-HTSSOP
AMP04734,AMP04734,http://www.ti.com/lit/ds/symlink/opa695.pdf,,,Digikey,296-24333-1-ND,OPA695IDGKT,OPA695IDGKT,Texas Instruments,IC OPAMP CFA 1.7GHZ 8VSSOP,Current Feedback,1,-,4300 V/µs,-,1.7GHz,20µA,300µV,12.9mA,120mA,"5 V ~ 12 V, ±2.5 V ~ 6 V",-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-VSSOP
AMP04735,AMP04735,http://www.ti.com/lit/ds/symlink/tlv2760.pdf,,,Digikey,296-10672-1-ND,TLV2765IDR,TLV2765IDR,Texas Instruments,IC OPAMP GP 500KHZ RRO 16SOIC,General Purpose,4,Rail-to-Rail,0.23 V/µs,500kHz,-,3pA,550µV,20µA,10.2mA,"1.8 V ~ 3.6 V, ±0.9 V ~ 1.8 V",-40°C ~ 85°C,Surface Mount,"""16-SOIC (0.154"""", 3.90mm Width)""",16-SOIC N
AMP04736,AMP04736,http://www.ti.com/lit/ds/symlink/tlv2470a.pdf,,,Digikey,296-10642-1-ND,TLV2475IPWPR,TLV2475IPWPR,Texas Instruments,IC OPAMP GP 2.8MHZ RRO 16HTSSOP,General Purpose,4,Rail-to-Rail,1.5 V/µs,2.8MHz,-,2.5pA,250µV,600µA,35mA,"2.7 V ~ 6 V, ±1.35 V ~ 3 V",-40°C ~ 125°C,Surface Mount,"""16-TSSOP (0.173"""", 4.40mm Width) Exposed Pad""",16-HTSSOP
AMP04737,AMP04737,http://www.ti.com/lit/ds/symlink/tlv2760.pdf,,,Digikey,296-10673-1-ND,TLV2765IPWR,TLV2765IPWR,Texas Instruments,IC OPAMP GP 500KHZ RRO 16TSSOP,General Purpose,4,Rail-to-Rail,0.23 V/µs,500kHz,-,3pA,550µV,20µA,10.2mA,"1.8 V ~ 3.6 V, ±0.9 V ~ 1.8 V",-40°C ~ 85°C,Surface Mount,"""16-TSSOP (0.173"""", 4.40mm Width)""",16-TSSOP
AMP04738,AMP04738,http://www.ti.com/lit/ds/symlink/tlc080a.pdf,,,Digikey,296-7289-5-ND,TLC085AID,TLC085AID,Texas Instruments,IC OPAMP GP 10MHZ 16SOIC,General Purpose,4,-,19 V/µs,10MHz,-,2pA,390µV,1.9mA,57mA,"4.5 V ~ 16 V, ±2.25 V ~ 8 V",-40°C ~ 125°C,Surface Mount,"""16-SOIC (0.154"""", 3.90mm Width)""",16-SOIC N
AMP04739,AMP04739,http://www.ti.com/lit/ds/symlink/opa725.pdf,,,Digikey,296-29278-1-ND,OPA2725AIDR,OPA2725AIDR,Texas Instruments,IC OPAMP GP 20MHZ RRO 8SOIC,General Purpose,2,Rail-to-Rail,30 V/µs,20MHz,-,30pA,1.5mV,4.3mA,40mA,"4 V ~ 12 V, ±2 V ~ 6 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP04740,AMP04740,http://www.ti.com/lit/ds/symlink/tle2141a.pdf,,,Digikey,296-22050-1-ND,TLE2142AMDRG4,TLE2142AMDRG4,Texas Instruments,IC OPAMP GP 5.9MHZ 8SOIC,General Purpose,2,-,45 V/µs,5.9MHz,-,700nA,275µV,6.9mA,50mA,"4 V ~ 44 V, ±2 V ~ 22 V",-55°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
